# GISP2 Ice Core Temperature and Accumulation Data
# ---------------------------------------------------------------------
#  NOAA Paleoclimatology Program
#  and
# World Data Center for Paleoclimatology, Boulder
# ---------------------------------------------------------------------
# NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!
# 
# 
# NAME OF DATA SET: GISP2 Ice Core Temperature and Accumulation Data
# LAST UPDATE: 3/2004 (Original Receipt by WDC Paleo)
# 
# 
# CONTRIBUTOR: Richard Alley, Pennsylvania State University.
# IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2004-013
# 
# 
# SUGGESTED DATA CITATION: Alley, R.B.. 2004.
# GISP2 Ice Core Temperature and Accumulation Data. 
# IGBP PAGES/World Data Center for Paleoclimatology 
# Data Contribution Series #2004-013. 
# NOAA/NGDC Paleoclimatology Program, Boulder CO, USA. 
# 
# 
# ORIGINAL REFERENCE: Alley, R.B. 2000. 
# The Younger Dryas cold interval as viewed from central Greenland. 
# Quaternary Science Reviews 19:213-226.
# 
# 
# ADDITIONAL REFERENCE:
# Cuffey, K.M., and G.D. Clow. 1997. Temperature, accumulation, and ice sheet
# elevation in central Greenland through the last deglacial transition.
# Journal of Geophysical Research 102:26383-26396.
# 
# 
# GEOGRAPHIC REGION: Greenland
# PERIOD OF RECORD: 49 KYrBP - present
# 
# 
# DESCRIPTION: 
# Temperature interpretation based on stable isotope analysis, and 
# ice accumulation data, from the GISP2 ice core, central Greenland. 
# Data are smoothed from original measurements published by 
# Cuffey and Clow (1997), as presented in Figure 1 of Alley (2000).
# 
# 
# ABSTRACT: 
# Greenland ice-core records provide an exceptionally clear picture of 
# many aspects of abrupt climate changes, and particularly of those 
# associated with the Younger Dryas event, as reviewed here. 
# Well-preserved annual layers can be counted confidently, with only 1% 
# errors for the age of the end of the Younger Dryas 11,500 years before 
# present. Ice-flow corrections allow reconstruction of snow accumulation 
# rates over tens of thousands of years with little additional uncertainty. 
# Glaciochemical and particulate data record atmospheric-loading changes 
# with little uncertainty introduced by changes in snow accumulation. 
# Confident paleothermometry is provided by site-specific calibrations 
# using ice-isotopic ratios, borehole temperatures, and gas-isotopic ratios. 
# Near-simultaneous changes in ice-core paleoclimatic indicators of local, 
# regional, and more-widespread climate conditions demonstrate that much 
# of the Earth experienced abrupt climate changes synchronous with 
# Greenland within thirty years or less. Post-Younger Dryas changes 
# have not duplicated the size, extent and rapidity of these 
# paleoclimatic changes. 
# 
# 
# 
# DATA:
# 1. Temperature in central Greenland 
# 
# 
# Column 1: Age (thousand years before present) 
# Column 2: Temperature in central Greenland (degrees C) 
# 
Age Temperature
1.05126 -31.0816
1.05927 -31.0876
1.06818 -31.0812
1.07716 -31.1404
1.08641 -31.1968
1.09554 -31.2252
1.10413 -31.26
1.11306 -31.3228
1.12125 -31.45
1.13051 -31.5652
1.13904 -31.5872
1.14735 -31.6168
1.15586 -31.666
1.16476 -31.8344
1.17328 -31.9684
1.18046 -32.0592
1.18887 -32.1312
1.19794 -32.1568
1.20626 -32.1876
1.21472 -32.1728
1.224 -32.1616
1.23259 -32.142
1.24154 -32.0588
1.24954 -32
1.25801 -31.9184
1.26691 -31.914
1.27608 -31.8824
1.2859 -31.8288
1.2859 -31.7664
1.29524 -31.7312
1.29524 -31.7696
1.30404 -31.79
1.30404 -31.7968
1.31223 -31.7416
1.31223 -31.7568
1.32075 -31.8148
1.32946 -31.8756
1.33792 -31.8216
1.34697 -31.678
1.3561 -31.6064
1.3561 -31.54
1.36515 -31.4136
1.3755 -31.3372
1.45517 -31.2064
1.46524 -31.1224
1.47477 -31.0504
1.48454 -30.972
1.4955 -30.8616
1.50524 -30.6132
1.51486 -30.406
1.5615 -30.8536
1.57094 -30.8684
1.5812 -30.8528
1.5861 -30.8248
1.5861 -30.8028
1.61008 -30.6912
1.61543 -30.6036
1.62076 -30.4744
1.63927 -30.5144
1.64924 -30.548
1.65927 -30.6032
1.66852 -30.6744
1.67868 -30.784
1.68881 -30.9292
1.68881 -31.054
1.69948 -31.0616
1.70941 -31.0372
1.71893 -31.1236
1.72894 -31.038
1.73928 -31.0952
1.74962 -31.06
1.75946 -31.062
1.7692 -31.0356
1.78029 -30.9572
1.78971 -30.9284
1.80035 -30.9844
1.81142 -31.0492
1.82315 -31.0444
1.8333 -31.0452
1.84287 -31.1384
1.86251 -31.2244
1.87147 -31.2044
1.88188 -31.1904
1.89214 -31.1048
1.90198 -31.0352
1.91245 -30.9324
1.92203 -30.8292
1.93107 -30.5908
1.94026 -30.4624
1.94608 -30.312
1.95856 -30.308
1.96849 -30.2532
1.97799 -30.2448
1.98776 -30.23
1.99741 -30.21
2.00687 -30.1052
2.01653 -29.9572
2.01923 -29.8624
2.03356 -29.8748
2.04614 -29.8372
2.04614 -29.7996
2.0571 -29.6404
2.06824 -29.5708
2.07894 -29.6412
2.08846 -29.6832
2.0993 -29.7492
2.10836 -29.7792
2.11616 -29.8368
2.12776 -29.8812
2.13909 -30.016
2.14919 -30.1064
2.1594 -30.116
2.17028 -30.024
2.18181 -29.984
2.19224 -29.99
2.20231 -30.0324
2.21242 -30.2
2.22278 -30.3908
2.23314 -30.5716
2.2429 -30.584
2.25295 -30.5556
2.26302 -30.6676
2.27297 -30.7688
2.29293 -30.682
2.29293 -30.608
2.30303 -30.4748
2.31378 -30.3012
2.32376 -30.1432
2.33394 -30.0964
2.3545 -30.1232
2.3545 -30.0996
2.36483 -30.1556
2.37252 -30.1732
2.37252 -30.2732
2.39424 -30.4764
2.40558 -30.5296
2.41346 -30.468
2.42653 -30.3708
2.43401 -30.3168
2.4418 -30.296
2.45724 -30.3252
2.46762 -30.3972
2.4781 -30.3908
2.4781 -30.3904
2.49988 -30.3548
2.51066 -30.3288
2.52109 -30.356
2.53011 -30.534
2.54144 -30.708
2.55375 -30.7632
2.56417 -30.8272
2.57483 -30.894
2.58638 -30.8808
2.59745 -30.8524
2.60855 -30.8228
2.61946 -30.7372
2.63055 -30.7356
2.64107 -30.7968
2.65162 -30.7888
2.66191 -30.716
2.67243 -30.5204
2.6828 -30.4736
2.69378 -30.5832
2.70438 -30.6768
2.71562 -30.8152
2.72615 -30.9
2.73776 -30.9512
2.74792 -30.9668
2.7587 -30.9428
2.77179 -30.9504
2.78387 -30.8692
2.7947 -30.7616
2.80521 -30.6812
2.81616 -30.6324
2.82689 -30.5648
2.83709 -30.55
2.84742 -30.5444
2.85628 -30.4556
2.86795 -30.4336
2.87913 -30.4768
2.88976 -30.5576
2.90092 -30.598
2.91165 -30.5196
2.92235 -30.5196
2.93349 -30.5792
2.94418 -30.6144
2.95523 -30.6136
2.96584 -30.584
2.97628 -30.5716
2.98684 -30.55
2.99808 -30.6104
3.00957 -30.6812
3.02042 -30.6904
3.03162 -30.682
3.04236 -30.7092
3.04236 -30.6628
3.05323 -30.614
3.06401 -30.7688
3.07477 -30.8804
3.08533 -30.7972
3.09639 -30.5932
3.10803 -30.3016
3.12079 -30.1508
3.13329 -30.0836
3.14554 -29.982
3.15823 -29.8252
3.16981 -29.6896
3.18111 -29.6084
3.1932 -29.5512
3.20403 -29.52
3.21458 -29.4428
3.22761 -29.27
3.23771 -29.1308
3.24864 -29.046
3.26018 -28.9916
3.27439 -28.912
3.2861 -28.802
3.29707 -28.748
3.30847 -28.8592
3.32032 -29.152
3.33111 -29.5372
3.3432 -29.7272
3.35472 -29.6492
3.36737 -29.7116
3.37868 -29.9108
3.37868 -30.0028
3.39053 -30.042
3.40228 -30.068
3.41073 -30.0736
3.42556 -30.104
3.43744 -30.09
3.44934 -30.1524
3.46206 -30.2792
3.49126 -30.3076
3.51028 -30.4036
3.52252 -30.5624
3.53388 -30.5792
3.54495 -30.4848
3.55781 -30.3464
3.56909 -30.2572
3.58158 -30.1548
3.60574 -29.9812
3.61751 -29.7988
3.62631 -29.8404
3.63624 -29.896
3.65183 -29.9384
3.66517 -30.1136
3.6769 -30.2796
3.68897 -30.396
3.70128 -30.476
3.71343 -30.3912
3.72529 -30.2644
3.73611 -30.2116
3.74726 -30.2676
3.75966 -30.3796
3.77206 -30.5124
3.78402 -30.5568
3.79601 -30.768
3.80816 -30.7912
3.81744 -30.85
3.83218 -31.008
3.84379 -31.0768
3.85557 -31.046
3.86721 -31.0388
3.88009 -31.09
3.8883 -31.156
3.90487 -31.1772
3.91643 -31.1752
3.92905 -31.2212
3.94172 -31.2308
3.95367 -31.1632
3.96647 -31.088
3.97873 -31.0604
3.98962 -31.0708
3.98962 -31.0932
4.01689 -30.9952
4.01689 -30.914
4.02942 -30.9148
4.04161 -30.9116
4.0544 -30.7012
4.06709 -30.6292
4.07996 -30.6284
4.09209 -30.5092
4.10332 -30.4428
4.1178 -30.3648
4.1301 -30.3132
4.14378 -30.3044
4.15614 -30.2968
4.16817 -30.3596
4.18243 -30.4568
4.19507 -30.4828
4.20752 -30.3596
4.21928 -30.2096
4.23173 -30.184
4.2444 -30.1632
4.25679 -30.1116
4.26911 -30.2252
4.29427 -30.4428
4.29427 -30.4512
4.30731 -30.6972
4.32007 -30.7604
4.33297 -30.8104
4.34521 -30.9116
4.35767 -30.9476
4.37044 -31.0528
4.3804 -31.0964
4.3959 -31.026
4.40916 -31.0648
4.42179 -31.19
4.43329 -31.3324
4.44544 -31.4752
4.46016 -31.5024
4.47302 -31.4716
4.48559 -31.4972
4.49801 -31.4992
4.51066 -31.4524
4.52062 -31.1728
4.53626 -31.0408
4.54961 -31.0936
4.56299 -31.1496
4.57588 -31.1792
4.58879 -31.262
4.60261 -31.5564
4.61538 -31.7592
4.62865 -31.6288
4.64113 -31.546
4.65435 -31.5604
4.66728 -31.492
4.68099 -31.524
4.69271 -31.6804
4.70696 -31.7636
4.71955 -31.8592
4.73185 -31.9392
4.74497 -31.99
4.7592 -32.0408
4.77106 -31.9772
4.78446 -31.9276
4.79821 -31.9264
4.81147 -31.6268
4.82409 -31.1784
4.83594 -31.0256
4.85113 -31.0276
4.85774 -31.002
4.87831 -30.888
4.8912 -30.8236
4.90408 -30.7664
4.91732 -30.6044
4.93074 -30.526
4.94326 -30.3604
4.95743 -30.2396
4.97054 -30.24
4.98365 -30.2272
4.99637 -30.0832
5.0099 -29.9044
5.02375 -29.9024
5.03789 -30.1796
5.05163 -30.3712
5.06591 -30.3268
5.079 -30.25
5.09219 -30.2488
5.10608 -30.3864
5.12067 -30.3256
5.13425 -30.1728
5.14763 -30.114
5.16182 -29.972
5.17577 -29.9844
5.18944 -30.0092
5.20357 -29.9588
5.21773 -30.0732
5.21773 -30.1352
5.23162 -30.1988
5.24623 -30.1508
5.26047 -30.1524
5.27477 -30.274
5.28829 -30.3996
5.30205 -30.4916
5.32744 -30.656
5.3455 -30.9896
5.36025 -31.2688
5.375 -31.4068
5.38914 -31.49
5.40291 -31.4604
5.41721 -31.5168
5.43101 -31.5164
5.44433 -31.398
5.45868 -31.2252
5.47304 -31.1188
5.48824 -31.0236
5.50254 -30.9024
5.51717 -30.8612
5.53212 -30.7296
5.54742 -30.4972
5.56237 -30.2972
5.57743 -30.0928
5.59189 -30.0256
5.60692 -30.0888
5.62163 -30.0264
5.63604 -29.9068
5.65076 -29.9324
5.66574 -30.0268
5.68131 -30.1428
5.69651 -30.2084
5.71158 -30.2144
5.72768 -30.34
5.74386 -30.4028
5.75966 -30.402
5.77528 -30.4208
5.79124 -30.5328
5.80773 -30.702
5.82253 -30.5928
5.839 -30.4672
5.85463 -30.5316
5.86923 -30.5912
5.88449 -30.6264
5.90023 -30.5388
5.91558 -30.4428
5.93039 -30.4052
5.94535 -30.308
5.96034 -30.2208
5.97573 -30.286
5.99083 -30.3368
6.00596 -30.3084
6.0209 -30.2136
6.03496 -30.3616
6.05012 -30.6112
6.06553 -30.7188
6.08086 -30.766
6.09623 -30.658
6.11194 -30.5184
6.12764 -30.5828
6.14418 -30.6424
6.16034 -30.648
6.17614 -30.6684
6.19186 -30.8152
6.20587 -30.8952
6.22051 -30.928
6.23664 -30.9564
6.25305 -31.1336
6.26872 -31.1204
6.28533 -30.8376
6.30184 -30.7268
6.31832 -30.7548
6.33371 -30.8388
6.34887 -30.9292
6.3651 -30.8764
6.38053 -30.8852
6.39576 -30.9984
6.41131 -30.9712
6.42644 -30.8764
6.44171 -30.786
6.4541 -30.6648
6.46942 -30.5268
6.48984 -30.5572
6.50569 -30.7032
6.52176 -30.8692
6.53822 -30.9756
6.55345 -30.9136
6.5695 -30.9204
6.58525 -31.0852
6.6005 -31.0988
6.61583 -30.89
6.63207 -30.8152
6.64779 -30.8988
6.66322 -30.9104
6.67915 -30.9364
6.69554 -30.9736
6.71102 -30.8472
6.72716 -30.6172
6.74347 -30.3368
6.75923 -30.124
6.77629 -29.9692
6.79228 -29.6656
6.80946 -29.434
6.82614 -29.4184
6.84355 -29.4084
6.86083 -29.226
6.87712 -28.9944
6.89393 -28.9868
6.90989 -28.9756
6.92552 -28.8252
6.94231 -28.9184
6.95835 -29.0596
6.97497 -29.1308
6.97497 -29.1676
6.99152 -29.4676
7.00894 -29.916
7.04323 -30.3196
7.04323 -30.2892
7.06031 -30.474
7.07794 -30.6828
7.09519 -30.9452
7.11232 -30.9768
7.12535 -30.9636
7.1458 -31.1032
7.16351 -31.132
7.18052 -31.2808
7.19745 -31.4364
7.21319 -31.42
7.23045 -31.2596
7.24715 -31.1212
7.26527 -30.976
7.28223 -30.78
7.2999 -30.6744
7.318 -30.5712
7.33372 -30.5724
7.3513 -30.472
7.36907 -30.2812
7.38632 -30.15
7.40322 -29.9776
7.41969 -29.8564
7.43669 -29.8072
7.45405 -30.0108
7.47127 -30.1188
7.48772 -30.1256
7.50461 -30.2656
7.5222 -30.308
7.53959 -30.2796
7.55658 -30.0988
7.57475 -30.1288
7.59248 -30.2872
7.60889 -30.2936
7.62559 -30.2704
7.64267 -30.0944
7.65986 -29.9088
7.67821 -29.592
7.69546 -29.3396
7.713 -29.2832
7.73063 -29.1944
7.74695 -29.1532
7.76515 -28.928
7.78312 -28.8632
7.80033 -28.8588
7.81732 -28.702
7.83454 -28.712
7.85147 -28.7472
7.86834 -28.9236
7.88577 -29.1064
7.90358 -29.1612
7.92131 -29.162
7.9391 -29.1468
7.95705 -29.1308
7.97462 -29.2384
7.99318 -29.6408
8.01154 -29.9208
8.02902 -30.0864
8.04627 -30.2788
8.06442 -30.4052
8.08312 -30.5756
8.10059 -30.5459
8.11911 -30.7749
8.13641 -30.8758
8.15316 -31.3526
8.17105 -31.8086
8.19002 -32.2392
8.21054 -32.4422
8.22997 -32.4
8.25054 -32.3196
8.26913 -32.2388
8.29001 -32.1624
8.3098 -32.0798
8.33024 -32.0107
8.34858 -31.9529
8.3659 -31.7431
8.38456 -31.3673
8.40455 -30.9511
8.42404 -30.6043
8.44256 -30.389
8.461 -30.3226
8.48008 -30.381
8.49925 -30.4508
8.51941 -30.4508
8.53861 -30.3911
8.55835 -30.3098
8.57752 -30.2165
8.59735 -30.134
8.61528 -30.1719
8.63264 -30.1798
8.65181 -30.1391
8.67076 -30.1621
8.68911 -30.0722
8.70761 -29.9208
8.72678 -29.8419
8.74769 -29.8171
8.76607 -29.7985
8.785 -29.8242
8.80322 -29.8979
8.82189 -29.8682
8.84233 -29.6979
8.86239 -29.5147
8.88349 -29.4211
8.90358 -29.3893
8.9234 -29.4413
8.94196 -29.5777
8.96134 -29.6355
8.98044 -29.6404
9.00081 -29.6642
9.02086 -29.6547
9.04103 -29.5281
9.06115 -29.4456
9.08201 -29.5914
9.1009 -29.8447
9.12035 -29.9694
9.13906 -29.9547
9.15842 -30.0505
9.17755 -30.1407
9.19888 -30.1385
9.19888 -30.1777
9.21799 -30.2914
9.23801 -30.2703
9.25962 -30.1954
9.28142 -30.2263
9.30211 -30.0948
9.32318 -29.9703
9.34554 -29.9569
9.36593 -29.9826
9.38643 -30.0367
9.40756 -30.0664
9.42557 -30.1734
9.44683 -30.237
9.46809 -30.2707
9.48887 -30.3853
9.51004 -30.4691
9.53224 -30.6086
9.55597 -30.7177
9.57895 -30.6242
9.60142 -30.6119
9.62397 -30.4966
9.64699 -30.1771
9.67046 -29.9141
9.69374 -29.8596
9.7157 -29.8865
9.74141 -29.8489
9.76375 -29.9541
9.78686 -30.1003
9.81031 -30.3196
9.83391 -30.422
9.85734 -30.333
9.87968 -30.4648
9.90224 -30.6752
9.92533 -30.5437
9.97194 -30.4844
9.99627 -30.5627
10.0166 -30.4963
10.0284 -30.4391
10.0522 -30.4174
10.0644 -30.415
10.0759 -30.4835
10.0995 -30.5596
10.1113 -30.5419
10.1225 -30.6009
10.1342 -30.678
10.1474 -30.7434
10.1601 -30.8129
10.1728 -30.8749
10.1728 -30.8982
10.1862 -30.9667
10.1991 -31.0648
10.2124 -31.1572
10.2255 -31.2422
10.2392 -31.3544
10.2521 -31.4752
10.2641 -31.5973
10.2761 -31.7171
10.288 -31.8275
10.3001 -31.9245
10.3132 -32.0223
10.3238 -32.1138
10.3363 -32.2064
10.3502 -32.2957
10.3643 -32.3982
10.3897 -32.5263
10.4016 -32.6119
10.4141 -32.6914
10.428 -32.7609
10.4399 -32.8025
10.4399 -32.83
10.4528 -32.8578
10.4683 -32.8847
10.4683 -32.9067
10.4814 -32.9346
10.494 -32.9755
10.509 -33.0171
10.522 -33.0783
10.537 -33.1569
10.551 -33.1918
10.565 -33.2541
10.58 -33.2725
10.593 -33.3263
10.606 -33.389
10.62 -33.4807
10.634 -33.5587
10.648 -33.6404
10.662 -33.7566
10.678 -33.8551
10.692 -33.9459
10.706 -34.0437
10.72 -34.1251
10.734 -34.204
10.747 -34.2847
10.762 -34.3801
10.762 -34.415
10.792 -34.5911
10.806 -34.6954
10.819 -34.8006
10.819 -34.8495
10.833 -34.9272
10.847 -35.0125
10.862 -35.0468
10.877 -35.0771
10.891 -35.1263
10.921 -35.5526
10.937 -35.5352
10.951 -35.544
10.965 -34.963
10.98 -35.1465
10.995 -35.404
11.011 -35.4523
11.025 -35.3474
11.039 -35.618
11.057 -35.7361
11.071 -36.2211
11.087 -36.208
11.101 -35.9327
11.12 -36.0682
11.135 -36.3914
11.149 -36.304
11.163 -35.9939
11.18 -35.3911
11.197 -35.4523
11.213 -35.3691
11.229 -35.4566
11.243 -35.3954
11.258 -35.4609
11.274 -35.8061
11.289 -36.3661
11.307 -36.422
11.324 -37.7459
11.339 -37.7728
11.354 -38.3945
11.371 -38.7716
11.389 -39.4242
11.408 -39.4547
11.427 -38.8125
11.446 -38.7563
11.462 -38.0428
11.479 -37.3495
11.496 -36.6361
11.512 -36.6187
11.527 -36.5226
11.542 -35.8847
11.558 -35.8969
11.576 -36.3355
11.594 -36.152
11.611 -36.6413
11.628 -37.8034
11.647 -39.8676
11.666 -41.5342
11.666 -42.4037
11.69 -44.3364
11.723 -45.4358
11.755 -46.8731
11.79 -46.4679
11.823 -47.1024
11.857 -48.3028
11.889 -47.6682
11.922 -47.6911
11.959 -47.737
11.993 -46.4908
12.029 -46.6132
12.063 -46.5673
12.104 -46.2844
12.14 -46.9954
12.174 -47.3471
12.213 -47.7217
12.246 -47.6223
12.28 -47.2018
12.322 -47.5306
12.322 -47.3801
12.401 -47.6758
12.438 -48.3028
12.475 -48.1881
12.511 -48.1575
12.55 -48.3945
12.588 -48.9679
12.628 -49.4878
12.666 -49.7706
12.705 -50.13
12.745 -49.5489
12.779 -49.5107
12.817 -49.6483
12.854 -49.2049
12.887 -48.0428
12.92 -45.9021
12.948 -44.1208
12.973 -42.104
12.993 -41.3517
13.014 -41.156
13.035 -41.0703
13.055 -41.5535
13.079 -41.9083
13.102 -43.1376
13.122 -44.2569
13.145 -45.0092
13.173 -45.7645
13.205 -46.2156
13.236 -46.1774
13.262 -45.0841
13.291 -43.8165
13.316 -43.3639
13.344 -42.2569
13.366 -41.2049
13.393 -40.6055
13.416 -39.9817
13.436 -39.578
13.46 -39.0581
13.482 -39.6147
13.504 -39.3211
13.527 -39.0398
13.547 -38.5138
13.588 -38.4303
13.605 -38.6034
13.625 -39.2966
13.625 -39.6758
13.647 -40.0306
13.672 -40.526
13.697 -40.4771
13.72 -40.1162
13.742 -39.2294
13.762 -39.0031
13.802 -38.8939
13.821 -38.9144
13.841 -39.1437
13.862 -39.1795
13.862 -39.2355
13.882 -39.37
13.902 -39.37
13.924 -39.3761
13.947 -38.7829
13.969 -39.0153
13.988 -39.6697
14.01 -40.8012
14.031 -41.792
14.051 -42.9908
14.081 -42.6422
14.11 -41.6024
14.131 -40.3425
14.171 -39.4291
14.187 -38.3792
14.206 -38.3893
14.225 -38.1703
14.244 -37.7012
14.261 -37.2018
14.281 -36.4168
14.299 -35.8205
14.318 -34.9388
14.334 -34.3884
14.352 -34.256
14.369 -34.2813
14.384 -34.1031
14.401 -34.2303
14.419 -34.5055
14.436 -34.2713
14.454 -34.1997
14.47 -33.3281
14.485 -32.7917
14.5 -32.3765
14.516 -31.992
14.532 -32.1144
14.548 -31.7737
14.565 -32.2719
14.58 -32.9795
14.596 -33.1551
14.612 -33.7055
14.629 -34.6177
14.648 -36.1061
14.669 -38.267
14.669 -38.9847
14.688 -41.1621
14.711 -42.8073
14.749 -44.3043
14.788 -44.5872
14.824 -44.6713
14.86 -44.633
14.897 -45.0153
14.932 -45.5581
14.968 -45.2829
15.001 -45.107
15.035 -45.2141
15.074 -44.6636
15.108 -44.3425
15.142 -43.6162
15.176 -42.8899
15.214 -43.448
15.25 -43.4327
15.292 -44.1361
15.292 -44.6789
15.333 -44.7706
15.375 -45.1171
15.42 -45.5046
15.5 -45.344
15.535 -45.3364
15.579 -44.9694
15.579 -44.7606
15.618 -46.0245
15.66 -47.4823
15.74 -47.1789
15.74 -46.7073
15.784 -46.626
15.825 -47.5434
15.903 -48.8609
15.946 -49.2661
15.946 -49.5413
15.99 -48.481
16.033 -47.0948
16.072 -45.6881
16.115 -45.2193
16.159 -45.5557
16.236 -45.6957
16.274 -46.1621
16.314 -45.7034
16.348 -45.841
16.389 -45.8104
16.389 -45.4639
16.465 -46.2997
16.465 -46.6055
16.51 -47.2171
16.553 -47.6352
16.629 -47.0642
16.662 -46.9037
16.702 -47.5382
16.74 -47.0872
16.773 -47.3318
16.813 -45.9404
16.845 -45.2982
16.885 -45.734
16.919 -45.1453
16.96 -47.0795
16.998 -47.4159
16.998 -47.5229
17.042 -48.3691
17.083 -47.6352
17.127 -48.2162
17.169 -47.7777
17.245 -45.8181
17.284 -45.0229
17.284 -44.6076
17.333 -44.7502
17.374 -44.6584
17.416 -43.8021
17.458 -44.7502
17.503 -44.6994
17.548 -44.73
17.593 -43.5168
17.638 -44.2303
